As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Statistical Area 2,Number of offences
1/03/2020,2016,12,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Alice Springs,-,21
1/03/2020,2016,12,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,28
1/03/2020,2016,12,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Katherine,-,6
1/03/2020,2016,12,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,East Arnhem,2
1/03/2020,2016,12,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Tiwi Islands,1
1/03/2020,2016,12,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Victoria River,2
1/03/2020,2016,12,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,West Arnhem,1
1/03/2020,2016,12,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,7
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,Alice Springs,-,16
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,8
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,Katherine,-,5
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Anindilyakwa,6
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Barkly,2
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Daly,1
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,East Arnhem,7
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Elsey,6
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Gulf,9
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Humpty Doo,1
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Petermann - Simpson,2
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Sandover - Plenty,4
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Tanami,9
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Thamarrurr,10
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Tiwi Islands,3
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Victoria River,1
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Weddell,1
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,West Arnhem,7
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Yuendumu - Anmatjere,12
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,12
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,DV,Tennant Creek,-,3
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Alice Springs,-,17
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,14
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Katherine,-,1
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Alligator,1
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Anindilyakwa,2
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,East Arnhem,1
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Gulf,2
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Howard Springs,2
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Sandover - Plenty,1
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Thamarrurr,5
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Tiwi Islands,1
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,West Arnhem,2
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,3
1/03/2020,2016,12,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Tennant Creek,-,2
1/03/2020,2016,12,Acts intended to cause injury,Other acts intended to cause injury,-,-,Darwin,-,1
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,Alice Springs,-,46
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,86
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,Katherine,-,13
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,Nhulunbuy,-,2
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Alligator,1
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Anindilyakwa,6
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,East Arnhem,6
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Elsey,1
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Gulf,4
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,1
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,3
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Petermann - Simpson,1
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Sandover - Plenty,5
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tanami,2
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Thamarrurr,2
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tiwi Islands,10
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Victoria River,1
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Virginia,2
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Weddell,1
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,West Arnhem,15
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,5
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,17
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins actual,-,-,Tennant Creek,-,2
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins attempted,-,-,Alice Springs,-,5
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,8
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins attempted,-,-,Katherine,-,1
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins attempted,-,-,Nhulunbuy,-,1
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Anindilyakwa,2
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Barkly,1
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Virginia,1
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,West Arnhem,1
1/03/2020,2016,12,Commercial break-ins,Commercial break-ins attempted,-,-,Tennant Creek,-,1
1/03/2020,2016,12,Homicide and related Offences,Attempted Murder,-,-,Alice Springs,-,1
1/03/2020,2016,12,Homicide and related Offences,Driving causing death,-,-,Darwin,-,1
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,Alice Springs,-,43
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,Darwin,-,57
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,Katherine,-,5
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,Nhulunbuy,-,1
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,Alligator,1
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,Anindilyakwa,2
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,Barkly,2
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,East Arnhem,1
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,Elsey,2
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,3
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,2
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,Petermann - Simpson,1
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,Tiwi Islands,5
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,Victoria River,4
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,Virginia,1
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,Weddell,1
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,West Arnhem,15
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,4
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,Palmerston,-,22
1/03/2020,2016,12,House break-ins,House break-ins actual,-,-,Tennant Creek,-,8
1/03/2020,2016,12,House break-ins,House break-ins attempted,-,-,Alice Springs,-,3
1/03/2020,2016,12,House break-ins,House break-ins attempted,-,-,Darwin,-,4
1/03/2020,2016,12,House break-ins,House break-ins attempted,-,-,Katherine,-,3
1/03/2020,2016,12,House break-ins,House break-ins attempted,-,-,NT Balance,Gulf,1
1/03/2020,2016,12,House break-ins,House break-ins attempted,-,-,NT Balance,Tiwi Islands,1
1/03/2020,2016,12,House break-ins,House break-ins attempted,-,-,NT Balance,West Arnhem,1
1/03/2020,2016,12,House break-ins,House break-ins attempted,-,-,Palmerston,-,2
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,-,15
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,37
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Katherine,-,5
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Nhulunbuy,-,1
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Anindilyakwa,1
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Gulf,2
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,2
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,2
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Petermann - Simpson,1
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Sandover - Plenty,2
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Tiwi Islands,2
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Virginia,1
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,West Arnhem,3
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Yuendumu - Anmatjere,2
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,19
1/03/2020,2016,12,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Tennant Creek,-,4
1/03/2020,2016,12,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Alice Springs,-,34
1/03/2020,2016,12,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,38
1/03/2020,2016,12,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Katherine,-,2
1/03/2020,2016,12,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Alligator,2
1/03/2020,2016,12,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Anindilyakwa,1
1/03/2020,2016,12,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
1/03/2020,2016,12,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,14
1/03/2020,2016,12,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Tennant Creek,-,2
1/03/2020,2016,12,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Alice Springs,-,4
1/03/2020,2016,12,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,5
1/03/2020,2016,12,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,East Arnhem,3
1/03/2020,2016,12,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Howard Springs,1
1/03/2020,2016,12,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,-,1
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,Alice Springs,-,166
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,Darwin,-,273
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,Katherine,-,31
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,Nhulunbuy,-,9
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Alligator,2
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Anindilyakwa,16
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Daly,4
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,East Arnhem,8
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Elsey,2
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Gulf,13
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,2
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,2
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Petermann - Simpson,8
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Sandover - Plenty,6
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Tanami,2
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Thamarrurr,8
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Tiwi Islands,11
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Victoria River,1
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Virginia,3
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Weddell,5
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,West Arnhem,13
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,5
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,Palmerston,-,60
1/03/2020,2016,12,Property Damage Offences,Property damage offences,-,-,Tennant Creek,-,14
1/03/2020,2016,12,Robbery - extortion and related offences,Robbery,-,-,Alice Springs,-,1
1/03/2020,2016,12,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,2
1/03/2020,2016,12,Robbery - extortion and related offences,Robbery,-,-,NT Balance,Yuendumu - Anmatjere,2
1/03/2020,2016,12,Robbery - extortion and related offences,Robbery,-,-,Palmerston,-,3
1/03/2020,2016,12,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,2
1/03/2020,2016,12,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Katherine,-,1
1/03/2020,2016,12,Sexual Assault and related offences,Sexual assault,-,-,Alice Springs,-,6
1/03/2020,2016,12,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,16
1/03/2020,2016,12,Sexual Assault and related offences,Sexual assault,-,-,Katherine,-,4
1/03/2020,2016,12,Sexual Assault and related offences,Sexual assault,-,-,Nhulunbuy,-,1
1/03/2020,2016,12,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Anindilyakwa,1
1/03/2020,2016,12,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,East Arnhem,1
1/03/2020,2016,12,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Gulf,2
1/03/2020,2016,12,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Thamarrurr,1
1/03/2020,2016,12,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,West Arnhem,1
1/03/2020,2016,12,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,2
1/03/2020,2016,12,Sexual Assault and related offences,Sexual assault,-,-,Tennant Creek,-,3
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Alice Springs,-,136
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,297
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Katherine,-,23
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Nhulunbuy,-,5
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Alligator,6
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Anindilyakwa,9
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Barkly,2
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Daly,1
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,East Arnhem,5
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Elsey,1
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Gulf,4
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,6
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,6
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Petermann - Simpson,1
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Sandover - Plenty,4
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tanami,3
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tiwi Islands,6
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Victoria River,4
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Virginia,6
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Weddell,6
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,West Arnhem,16
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Yuendumu - Anmatjere,5
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,71
1/03/2020,2016,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Tennant Creek,-,14
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Abduction and kidnapping,-,-,Alice Springs,-,1
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Katherine,-,1
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Alligator,1
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,2
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Thamarrurr,1
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,-,2
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Tennant Creek,-,1
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Alice Springs,-,7
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,6
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Katherine,-,3
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,East Arnhem,1
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Gulf,1
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Yuendumu - Anmatjere,2
1/03/2020,2017,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,6
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,Alice Springs,-,69
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,33
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,Katherine,-,25
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,Nhulunbuy,-,4
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Alligator,3
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Barkly,5
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Daly,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Elsey,12
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Gulf,7
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Tanami,4
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Tiwi Islands,3
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Victoria River,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Weddell,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,West Arnhem,3
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Yuendumu - Anmatjere,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,24
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,DV,Tennant Creek,-,23
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Alice Springs,-,30
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,50
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Katherine,-,11
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Nhulunbuy,-,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Alligator,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Daly,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,East Arnhem,3
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Elsey,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Gulf,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Howard Springs,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Petermann - Simpson,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Victoria River,3
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Yuendumu - Anmatjere,3
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,17
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Tennant Creek,-,8
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Alice Springs,-,10
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,7
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Katherine,-,4
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Nhulunbuy,-,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Anindilyakwa,5
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Daly,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,East Arnhem,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Gulf,3
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Howard Springs,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Sandover - Plenty,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Tanami,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Thamarrurr,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Victoria River,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Weddell,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,West Arnhem,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Yuendumu - Anmatjere,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,3
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Tennant Creek,-,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Alice Springs,-,9
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,26
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Katherine,-,6
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Alligator,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Anindilyakwa,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Victoria River,1
